name,date,value,category
Saud Shakeel ,1991-12-31,0,PAK
Sayed Shirzad ,1991-12-31,0,AFG
SB Bangar ,1991-12-31,0,IND
SB Doull ,1991-12-31,0,NZ
SB Joshi ,1991-12-31,0,IND
SB Lama ,1991-12-31,0,HKG
SB O'Connor ,1991-12-31,0,NZ
SB Smith ,1991-12-31,861,AUS
SB Styris ,1991-12-31,0,NZ
SC Ganguly ,1991-12-31,0,IND
SC Getkate ,1991-12-31,0,IRE
SC Joseph ,1991-12-31,0,WI
SC Khanna ,1991-12-31,159,IND
SC Kuggeleijn ,1991-12-31,0,NZ
SC Meaker ,1991-12-31,0,ENG
SC Williams ,1991-12-31,0,ZIM
SCG MacGill ,1991-12-31,0,AUS
SCJ Broad ,1991-12-31,0,ENG
SD Anurasiri ,1991-12-31,41,SL
SD Heazlett ,1991-12-31,0,AUS
SD Hope ,1991-12-31,0,WI
SD Jack ,1991-12-31,0,SA
SD Outerbridge ,1991-12-31,0,BER
SD Parry ,1991-12-31,0,ENG
SD Udal ,1991-12-31,0,ENG
SE Bond ,1991-12-31,0,NZ
SE Findlay ,1991-12-31,0,WI
SE Marsh ,1991-12-31,0,AUS
SF Burger ,1991-12-31,0,NAM
SF Dukanwala ,1991-12-31,0,UAE
SF Graf ,1991-12-31,8,AUS
SF Mire ,1991-12-31,0,ZIM
SFAF Bacchus ,1991-12-31,454,WI
SG Borthwick ,1991-12-31,0,ENG
SG Davies ,1991-12-31,0,ZIM
SG Law ,1991-12-31,0,AUS
SG Peall ,1991-12-31,0,ZIM
SG Whittingham ,1991-12-31,0,SCOT
SH Johnson ,1991-12-31,0,AUS
SH Lewis ,1991-12-31,0,WI
Shabbir Ahmed ,1991-12-31,0,PAK
Shabir Noori ,1991-12-31,0,AFG
Shadab Kabir ,1991-12-31,0,PAK
Shadab Khan ,1991-12-31,0,PAK
Shafiq Ahmed ,1991-12-31,0,PAK
Shafiqullah ,1991-12-31,0,AFG
Shafiuddin Ahmed ,1991-12-31,0,BAN
Shafiul Islam ,1991-12-31,0,BAN
Shahadat Hossain ,1991-12-31,0,BAN
Shahbaz Ahmed ,1991-12-31,0,IND
Shaheedur Rahman ,1991-12-31,62,BAN
Shaheen Shah Afridi ,1991-12-31,0,PAK
Shahid Afridi ,1991-12-31,0,PAK
Shahid Anwar ,1991-12-31,0,PAK
Shahid Mahboob ,1991-12-31,119,PAK
Shahid Nazir ,1991-12-31,0,PAK
Shahid Saeed ,1991-12-31,106,PAK
Shahid Wasif ,1991-12-31,0,HKG
Shahidullah ,1991-12-31,0,AFG
Shahnawaz Dahani ,1991-12-31,0,PAK
Shahriar Hossain ,1991-12-31,0,BAN
Shahriar Nafees ,1991-12-31,0,BAN
Shahzad Khan ,1991-12-31,0,CAN
Shahzaib Hasan ,1991-12-31,0,PAK
Shaiman Anwar ,1991-12-31,0,UAE
Shakeel Ahmed jnr ,1991-12-31,0,PAK
Shakeel Khan ,1991-12-31,0,PAK
Shakib Al Hasan ,1991-12-31,0,BAN
Shamim Hossain ,1991-12-31,0,BAN
Shamsur Rahman ,1991-12-31,0,BAN
Shan Masood ,1991-12-31,0,PAK
Shapoor Zadran ,1991-12-31,0,AFG
Sharafuddin Ashraf ,1991-12-31,0,AFG
Shariful Haque ,1991-12-31,0,BAN
Shariz Ahmad ,1991-12-31,0,NED
Sharjeel Khan ,1991-12-31,0,PAK
Shayan Jahangir ,1991-12-31,0,USA
Shehzad Altaf ,1991-12-31,0,UAE
Sheikh Salahuddin ,1991-12-31,0,BAN
Shoaib Akhtar ,1991-12-31,0,PAK
Shoaib Khan ,1991-12-31,0,OMA
Shoaib Malik ,1991-12-31,0,PAK
Shoaib Mohammad ,1991-12-31,1168,PAK
Shoriful Islam ,1991-12-31,0,BAN
SHT Kandamby ,1991-12-31,0,SL
SHU Karnain ,1991-12-31,229,SL
Shubman Gill ,1991-12-31,0,IND
Shuvagata Hom ,1991-12-31,0,BAN
SI de Saram ,1991-12-31,0,SL
SI Kamea ,1991-12-31,0,PNG
SI Mahmood ,1991-12-31,0,ENG
Sikandar Raza ,1991-12-31,0,ZIM
Sikander Bakht ,1991-12-31,12,PAK
Simandeep Singh ,1991-12-31,0,HKG
Simi Singh ,1991-12-31,0,IRE
Sir RJ Hadlee ,1991-12-31,1354,NZ
SJ Baard ,1991-12-31,0,NAM
SJ Benn ,1991-12-31,0,WI
SJ Cameron ,1991-12-31,0,SCOT
SJ Chalmers ,1991-12-31,0,SCOT
SJ Cook ,1991-12-31,0,SA
SJ Harmison ,1991-12-31,0,ENG
SJ Massiah ,1991-12-31,0,USA
SJ Modani ,1991-12-31,0,USA
SJ Myburgh ,1991-12-31,0,NED
SJ Palframan ,1991-12-31,0,SA
SJ Rhodes ,1991-12-31,9,ENG
SJ Rixon ,1991-12-31,20,AUS
SJ Roberts ,1991-12-31,1,NZ
SJ Swanepoel ,1991-12-31,0,NAM
SK Atai ,1991-12-31,0,PNG
SK Gupta ,1991-12-31,0,KENYA
SK Raina ,1991-12-31,0,IND
SK Ranasinghe ,1991-12-31,55,SL
SK Sharma ,1991-12-31,80,IND
SK Warne ,1991-12-31,0,AUS
Skhawat Ali ,1991-12-31,0,HKG
SKL de Silva ,1991-12-31,0,SL
SKW Kelly ,1991-12-31,0,BER
SL Boock ,1991-12-31,28,NZ
SL Campbell ,1991-12-31,0,WI
SL Malinga ,1991-12-31,0,SL
SL Stewart ,1991-12-31,0,NZ
SL Watkin ,1991-12-31,0,ENG
SLV Raju ,1991-12-31,4,IND
SM Boland ,1991-12-31,0,AUS
SM Curran ,1991-12-31,0,ENG
SM Davies ,1991-12-31,0,ENG
SM Ervine ,1991-12-31,0,ZIM
SM Gavaskar ,1991-12-31,2681,IND
SM Harwood ,1991-12-31,0,AUS
SM Katich ,1991-12-31,0,AUS
SM Patil ,1991-12-31,770,IND
SM Pollock ,1991-12-31,0,ICC/SA
SM Sharif ,1991-12-31,0,SCOT
SM Sharma ,1991-12-31,0,UAE
SM Warnapura ,1991-12-31,0,SL
SMA Priyanjan ,1991-12-31,0,SL
SMH Kirmani ,1991-12-31,204,IND
SMS Kaluperuma ,1991-12-31,11,SL
SMSM Senanayake ,1991-12-31,0,SL
SN Netravalkar ,1991-12-31,0,USA
SN Thakur ,1991-12-31,0,IND
SO Dowrich ,1991-12-31,0,WI
SO Hetmyer ,1991-12-31,0,WI
SO Ngoche ,1991-12-31,0,KENYA
SO Tikolo ,1991-12-31,0,KENYA
Sohag Gazi ,1991-12-31,0,BAN
Sohaib Maqsood ,1991-12-31,0,PAK
Sohail Butt ,1991-12-31,0,UAE
Sohail Fazal ,1991-12-31,56,PAK
Sohail Khan ,1991-12-31,0,PAK
Sohail Tanvir ,1991-12-31,0,PAK
Sohrawordi Shuvo ,1991-12-31,0,BAN
Sompal Kami ,1991-12-31,0,NEP
Soumya Sarkar ,1991-12-31,0,BAN
SP Davis ,1991-12-31,20,AUS
SP Fleming ,1991-12-31,0,NZ
SP Gauchan ,1991-12-31,0,NEP
SP Heaney ,1991-12-31,0,CAN
SP Jones ,1991-12-31,0,ENG
SP Khakurel ,1991-12-31,0,NEP
SP Krishnamurthi ,1991-12-31,0,USA
SP Mukherjee ,1991-12-31,2,IND
SP Narine ,1991-12-31,0,WI
SP O'Donnell ,1991-12-31,1232,AUS
SP Pasqual ,1991-12-31,0,SL
SP Patil ,1991-12-31,0,UAE
SP Terry ,1991-12-31,0,IRE
SPD Smith ,1991-12-31,0,AUS
SR Clark ,1991-12-31,0,AUS
SR Gillespie ,1991-12-31,70,NZ
SR Hain ,1991-12-31,0,ENG
SR Mukkamalla ,1991-12-31,0,USA
SR Patel ,1991-12-31,0,ENG
SR Taylor ,1991-12-31,0,USA
SR Tendulkar ,1991-12-31,292,IND
SR Thompson ,1991-12-31,0,IRE
SR Waters ,1991-12-31,0,KENYA
SR Watson ,1991-12-31,0,AUS
SR Waugh ,1991-12-31,2295,AUS
SR Welsh ,1991-12-31,0,CAN
SRD Wettimuny ,1991-12-31,0,SL
SS Cottrell ,1991-12-31,0,WI
SS Das ,1991-12-31,0,IND
SS Dighe ,1991-12-31,0,IND
SS Iyer ,1991-12-31,0,IND
SS Karim ,1991-12-31,0,IND
SS McKechnie ,1991-12-31,0,HKG
SS Naik ,1991-12-31,0,IND
SS Pathirana ,1991-12-31,0,SL
SS Raul ,1991-12-31,0,IND
SS Tiwary ,1991-12-31,0,IND
SSB Magala ,1991-12-31,0,SA
SSD Arachchige ,1991-12-31,0,SL
SSJ Brooks ,1991-12-31,0,WI
ST Banerjee ,1991-12-31,0,IND
ST Clarke ,1991-12-31,40,WI
ST Doheny ,1991-12-31,0,IRE
ST Finn ,1991-12-31,0,ENG
ST Gabriel ,1991-12-31,0,WI
ST Jayasuriya ,1991-12-31,109,SL
STR Binny ,1991-12-31,0,IND
Subashis Roy ,1991-12-31,0,BAN
Sufyan Mehmood ,1991-12-31,0,OMA
Sultan Ahmed ,1991-12-31,0,UAE
Sultan Zarawani ,1991-12-31,0,UAE
Sunzamul Islam ,1991-12-31,0,BAN
Suraj Kumar ,1991-12-31,0,OMA
SV Bahutule ,1991-12-31,0,IND
SV Carlisle ,1991-12-31,0,ZIM
SV Manjrekar ,1991-12-31,488,IND
SV Nayak ,1991-12-31,3,IND
SV Samson ,1991-12-31,0,IND
SW Ambris ,1991-12-31,0,WI
SW Billings ,1991-12-31,0,ENG
SW Lubbers ,1991-12-31,0,NED
SW Masakadza ,1991-12-31,0,ZIM
SW Poynter ,1991-12-31,0,IRE
SW Tait ,1991-12-31,0,AUS
Syed Maqsood ,1991-12-31,0,UAE
Syed Rasel ,1991-12-31,0,BAN
T Banton ,1991-12-31,0,ENG
T Bavuma ,1991-12-31,0,SA
T Bosch ,1991-12-31,0,SA
T de Zorzi ,1991-12-31,0,SA
T Duffin ,1991-12-31,0,ZIM
T Gibbons ,1991-12-31,0,BER
T Kaitano ,1991-12-31,0,ZIM
T Kumaran ,1991-12-31,0,IND
T Lungameni ,1991-12-31,0,NAM
T Maruma ,1991-12-31,0,ZIM
T Marumani ,1991-12-31,0,ZIM
T Mishra ,1991-12-31,0,KENYA
T Munyonga ,1991-12-31,0,ZIM
T Mupariwa ,1991-12-31,0,ZIM
T Muzarabani ,1991-12-31,0,ZIM
T Natarajan ,1991-12-31,0,IND
T Panyangara ,1991-12-31,0,ZIM
T Sangha ,1991-12-31,0,AUS
T Shamsi ,1991-12-31,0,SA
T Stubbs ,1991-12-31,0,SA
T Taibu ,1991-12-31,0,ZIM
T Thushara ,1991-12-31,0,SL
T van der Gugten ,1991-12-31,0,NED
T Yohannan ,1991-12-31,0,IND
TA Blundell ,1991-12-31,0,NZ
TA Boult ,1991-12-31,0,NZ
TA Lloyd ,1991-12-31,101,ENG
Tabarak Dar ,1991-12-31,0,HKG
Tahir Naqqash ,1991-12-31,210,PAK
Taijul Islam ,1991-12-31,0,BAN
Talha Jubair ,1991-12-31,0,BAN
TAM Siriwardana ,1991-12-31,0,SL
Tamim Iqbal ,1991-12-31,0,BAN
Tanbir Hayder ,1991-12-31,0,BAN
Tanveer Ahmed ,1991-12-31,0,HKG
Tanvir Ahmed ,1991-12-31,0,PAK
Tanvir Mehdi ,1991-12-31,0,PAK
Tanwir Afzal ,1991-12-31,0,HKG
Tanzid Hasan ,1991-12-31,0,BAN
Tanzim Hasan Sakib ,1991-12-31,0,BAN
TAP Sekhar ,1991-12-31,0,IND
Tapash Baisya ,1991-12-31,0,BAN
Tareq Aziz ,1991-12-31,0,BAN
Tariq Javed ,1991-12-31,0,CAN
Taskin Ahmed ,1991-12-31,0,BAN
Taslim Arif ,1991-12-31,0,PAK
Taufeeq Umar ,1991-12-31,0,PAK
Tauseef Ahmed ,1991-12-31,116,PAK
TB Sole ,1991-12-31,0,SCOT
TBA May ,1991-12-31,18,AUS
TBM de Leede ,1991-12-31,0,NED
TC Bastiampillai ,1991-12-31,0,CAN
TCB Fernando ,1991-12-31,0,SL
TD Astle ,1991-12-31,0,NZ
TD Paine ,1991-12-31,0,AUS
TE Blain ,1991-12-31,246,NZ
TE Jesty ,1991-12-31,127,ENG
TE Srinivasan ,1991-12-31,0,IND
TE Tucker ,1991-12-31,0,BER
TF van Woerkom ,1991-12-31,0,IRE
TG Gordon ,1991-12-31,0,CAN
TG Hogan ,1991-12-31,72,AUS
TG Shaw ,1991-12-31,0,SA
TG Southee ,1991-12-31,0,NZ
TGJ Gruijters ,1991-12-31,0,NED
TH David ,1991-12-31,0,AUS
TJ Franklin ,1991-12-31,27,NZ
TJ Friend ,1991-12-31,0,ZIM
TJ Heggelman ,1991-12-31,0,NED
TJ Jenner ,1991-12-31,0,AUS
TJ Laughlin ,1991-12-31,0,AUS
TJ Murtagh ,1991-12-31,0,IRE
TJ Zoehrer ,1991-12-31,121,AUS
TJG Pringle ,1991-12-31,0,NED
TK Canning ,1991-12-31,0,NZ
TK Curran ,1991-12-31,0,ENG
TK Musakanda ,1991-12-31,0,ZIM
TK Patel ,1991-12-31,0,USA
TL Best ,1991-12-31,0,WI
TL Chatara ,1991-12-31,0,ZIM
TL Chivanga ,1991-12-31,0,ZIM
TL Fernando ,1991-12-31,8,SL
TL Seifert ,1991-12-31,0,NZ
TLW Cooper ,1991-12-31,0,NED
TM Alderman ,1991-12-31,32,AUS
TM Chappell ,1991-12-31,139,AUS
TM Dilshan ,1991-12-31,0,SL
TM Dowlin ,1991-12-31,0,WI
TM Head ,1991-12-31,0,AUS
TM Moody ,1991-12-31,281,AUS
TM Odoyo ,1991-12-31,0,KENYA
TMK Mawoyo ,1991-12-31,0,ZIM
TN de Grooth ,1991-12-31,0,NED
TN Garwe ,1991-12-31,0,ZIM
TN Madondo ,1991-12-31,0,ZIM
Towhid Hridoy ,1991-12-31,0,BAN
TP Kamungozi ,1991-12-31,0,ZIM
TP Ura ,1991-12-31,0,PNG
TP Visee ,1991-12-31,0,NED
TR Ambrose ,1991-12-31,0,ENG
TR Gripper ,1991-12-31,0,ZIM
TRO Payne ,1991-12-31,126,WI
TS Chisoro ,1991-12-31,0,ZIM
TS Kamunhukamwe ,1991-12-31,0,ZIM
TS Nethula ,1991-12-31,0,NZ
TS Roland-Jones ,1991-12-31,0,ENG
TSS Mackintosh ,1991-12-31,0,SCOT
TT Bresnan ,1991-12-31,0,ENG
TT Samaraweera ,1991-12-31,0,SL
TT Smart ,1991-12-31,0,HKG
Tushar Imran ,1991-12-31,0,BAN
TV Mufambisi ,1991-12-31,0,ZIM
TW Hartley ,1991-12-31,0,ENG
TWM Latham ,1991-12-31,0,NZ
U Bhatti ,1991-12-31,0,CAN
U Chatterjee ,1991-12-31,0,IND
U Ranchod ,1991-12-31,0,ZIM
UC Hathurusingha ,1991-12-31,0,SL
UDU Chandana ,1991-12-31,0,SL
Umair Ali ,1991-12-31,0,UAE
Umar Akmal ,1991-12-31,0,PAK
Umar Amin ,1991-12-31,0,PAK
Umar Gul ,1991-12-31,0,PAK
Umran Malik ,1991-12-31,0,IND
UNK Fernando ,1991-12-31,0,SL
Usama Mir ,1991-12-31,0,PAK
Usman Ghani ,1991-12-31,0,AFG
Usman Limbada ,1991-12-31,0,CAN
Usman Mushtaq ,1991-12-31,0,UAE
Usman Qadir ,1991-12-31,0,PAK
Usman Rafiq ,1991-12-31,0,USA
Usman Salahuddin ,1991-12-31,0,PAK
Usman Shinwari ,1991-12-31,0,PAK
UT Khawaja ,1991-12-31,0,AUS
UT Yadav ,1991-12-31,0,IND
UWMBCA Welegedara ,1991-12-31,0,SL
V Aravind ,1991-12-31,0,UAE
V Dahiya ,1991-12-31,0,IND
V Kohli ,1991-12-31,0,IND
V Mehra ,1991-12-31,0,UAE
V Permaul ,1991-12-31,0,WI
V Pollard ,1991-12-31,0,NZ
V Rathour ,1991-12-31,0,IND
V Razdan ,1991-12-31,23,IND
V Sehwag ,1991-12-31,0,IND
V Shankar ,1991-12-31,0,IND
V Shetty ,1991-12-31,0,UAE
V Sibanda ,1991-12-31,0,ZIM
V Sukumaran ,1991-12-31,0,UAE
V Yadav ,1991-12-31,0,IND
VA Holder ,1991-12-31,0,WI
VAB Tewarie ,1991-12-31,0,NED
VB Chandrasekhar ,1991-12-31,88,IND
VB John ,1991-12-31,84,SL
VB van Jaarsveld ,1991-12-31,0,SA
VC Drakes ,1991-12-31,0,WI
VD Grandia ,1991-12-31,0,NED
VD Philander ,1991-12-31,0,SA
VG Kambli ,1991-12-31,0,IND
Vikramjit Singh ,1991-12-31,0,NED
VJ Kingma ,1991-12-31,0,NED
VJ Marks ,1991-12-31,276,ENG
VJ Wells ,1991-12-31,0,ENG
VM Nyauchi ,1991-12-31,0,ZIM
VR Aaron ,1991-12-31,0,IND
VR Brown ,1991-12-31,44,NZ
VR Hogg ,1991-12-31,7,ZIM
VR Iyer ,1991-12-31,0,IND
VRV Singh ,1991-12-31,0,IND
VS Solanki ,1991-12-31,0,ENG
VV Morea ,1991-12-31,0,PNG
VVS Laxman ,1991-12-31,0,IND
W Barresi ,1991-12-31,0,NED
W Jaffer ,1991-12-31,0,IND
W Larkins ,1991-12-31,507,ENG
W Madhevere ,1991-12-31,0,ZIM
W Mwayenga ,1991-12-31,0,ZIM
W Watson ,1991-12-31,59,NZ
WA Agar ,1991-12-31,0,AUS
WA Wisneski ,1991-12-31,0,NZ
WA Young ,1991-12-31,0,NZ
Wahab Riaz ,1991-12-31,0,PAK
Waheed Ahmed ,1991-12-31,0,UAE
Wahidul Gani ,1991-12-31,0,BAN
Wajahatullah Wasti ,1991-12-31,0,PAK
Waqar Younis ,1991-12-31,40,PAK
Waqas Barkat ,1991-12-31,0,HKG
Waqas Khan ,1991-12-31,0,HKG
Washington,1991-12-31,0,Washington
Washington Sundar ,1991-12-31,0,IND
Wasim Akram ,1991-12-31,776,PAK
Wasim Ali ,1991-12-31,0,OMA
Wasim Bari ,1991-12-31,136,PAK
Wasim Haider ,1991-12-31,0,PAK
Wasim Raja ,1991-12-31,471,PAK
WB Phillips ,1991-12-31,852,AUS
WB Rankin ,1991-12-31,0,IRE
WCA Ganegama ,1991-12-31,0,SL
WD Balaji Rao ,1991-12-31,0,CAN
WD Parnell ,1991-12-31,0,SA
WF Stelling ,1991-12-31,0,NED
WG Jacks ,1991-12-31,0,ENG
WIA Fernando ,1991-12-31,0,SL
WJ Cronje ,1991-12-31,0,SA
WJ Edwards ,1991-12-31,0,AUS
WK Lees ,1991-12-31,110,NZ
WK McCallan ,1991-12-31,0,IRE
WKM Benjamin ,1991-12-31,118,WI
WM Clark ,1991-12-31,0,AUS
WM Darling ,1991-12-31,235,AUS
WM Lawry ,1991-12-31,0,AUS
WN Slack ,1991-12-31,43,ENG
WP Diepeveen ,1991-12-31,0,NED
WP Masakadza ,1991-12-31,0,ZIM
WP Saha ,1991-12-31,0,IND
WPUJC Vaas ,1991-12-31,0,SL
WR James ,1991-12-31,0,ZIM
WS Jayantha ,1991-12-31,0,SL
WT Gavera ,1991-12-31,0,PNG
WTS Porterfield ,1991-12-31,0,IRE
WU Tharanga ,1991-12-31,0,SL
WV Raman ,1991-12-31,308,IND
WW Daniel ,1991-12-31,35,WI
WW Davis ,1991-12-31,28,WI
WW Hinds ,1991-12-31,0,WI
XJ Doherty ,1991-12-31,0,AUS
XM Marshall ,1991-12-31,0,WI
Y Cariah ,1991-12-31,0,WI
Y Goonasekera ,1991-12-31,69,SL
Y Punja ,1991-12-31,0,UAE
Y Venugopal Rao ,1991-12-31,0,IND
Yamin Ahmadzai ,1991-12-31,0,AFG
Yashpal Sharma ,1991-12-31,631,IND
Yasir Ali ,1991-12-31,0,BAN
Yasir Arafat ,1991-12-31,0,PAK
Yasir Hameed ,1991-12-31,0,PAK
Yasir Mohammad ,1991-12-31,0,USA
Yasir Shah ,1991-12-31,0,PAK
YK Pathan ,1991-12-31,0,IND
Younis Ahmed ,1991-12-31,84,PAK
Younis Khan ,1991-12-31,0,PAK
YS Chahal ,1991-12-31,0,IND
Yunus Badat ,1991-12-31,0,EAf
Yuvraj Singh ,1991-12-31,0,IND
Z Crawley ,1991-12-31,0,ENG
Z Groenewald ,1991-12-31,0,NAM
Z Khan ,1991-12-31,0,IND
Zafar Gohar ,1991-12-31,0,PAK
Zafar Iqbal ,1991-12-31,0,PAK
Zaheer Abbas ,1991-12-31,1939,PAK
Zaheer Maqsood ,1991-12-31,0,UAE
Zahid Ahmed ,1991-12-31,3,PAK
Zahid Fazal ,1991-12-31,44,PAK
Zahid Hussain ,1991-12-31,0,CAN
Zahid Mahmood ,1991-12-31,0,PAK
Zahid Razzak ,1991-12-31,14,BAN
Zahid Shah ,1991-12-31,0,UAE
Zahir Khan ,1991-12-31,0,AFG
Zahoor Elahi ,1991-12-31,0,PAK
Zahoor Khan ,1991-12-31,0,UAE
Zain Abbas ,1991-12-31,0,HKG
Zakir Hasan ,1991-12-31,0,BAN
Zakir Hossain ,1991-12-31,0,BAN
Zakir Khan ,1991-12-31,27,PAK
Zakiullah Zaki ,1991-12-31,0,AFG
Zaman Khan ,1991-12-31,0,PAK
Zawar Farid ,1991-12-31,0,UAE
ZE Green ,1991-12-31,0,NAM
ZE Surkari ,1991-12-31,0,CAN
Zeeshan Maqsood ,1991-12-31,0,OMA
Zeeshan Siddiqi ,1991-12-31,0,CAN
Zia-ur-Rehman ,1991-12-31,0,AFG
Ziaur Rahman ,1991-12-31,0,BAN
ZS Ansari ,1991-12-31,0,ENG
Zubayr Hamza ,1991-12-31,0,SA
Zulfiqar Ali ,1991-12-31,0,EAf
Zulfiqar Babar ,1991-12-31,0,PAK
Zulqarnain ,1991-12-31,18,PAK
Zulqarnain Haider ,1991-12-31,0,PAK
A Athanaze ,1992-12-31,0,WI
A Bagai ,1992-12-31,0,CAN
A Balbirnie ,1992-12-31,0,IRE
A Bhandari ,1992-12-31,0,IND
A Bohara ,1992-12-31,0,NEP
A Codrington ,1992-12-31,0,CAN
A Dananjaya ,1992-12-31,0,SL
A Dutt ,1992-12-31,0,NED
A Flintoff ,1992-12-31,0,ENG
A Flower ,1992-12-31,246,ZIM
A Jadeja ,1992-12-31,93,IND
A Johnson ,1992-12-31,0,CAN
A Kumble ,1992-12-31,0,IND
A Kuruvilla ,1992-12-31,0,IND
A Maregwede ,1992-12-31,0,ZIM
A Martin ,1992-12-31,0,WI
A McGrath ,1992-12-31,0,ENG
A Mishra ,1992-12-31,0,IND
A Mithun ,1992-12-31,0,IND
A Nao ,1992-12-31,0,PNG
A Ndlovu ,1992-12-31,0,ZIM
A Nehra ,1992-12-31,0,IND
A Neill ,1992-12-31,0,SCOT
A Nel ,1992-12-31,0,SA
A Nortje ,1992-12-31,0,SA
A Patel ,1992-12-31,0,CAN
A Phillip ,1992-12-31,0,WI
A Ranatunga ,1992-12-31,2938,SL
A Ratra ,1992-12-31,0,IND
A Saud ,1992-12-31,0,NEP
A Shahzad ,1992-12-31,0,ENG
A Shamshudeen ,1992-12-31,0,CAN
A Sharafu ,1992-12-31,0,UAE
A Sharma ,1992-12-31,0,UAE
A Symonds ,1992-12-31,0,AUS
A Turner ,1992-12-31,0,AUS
A Vala ,1992-12-31,0,PNG
A van der Merwe ,1992-12-31,0,IRE
A Zampa ,1992-12-31,0,AUS
AA Donald ,1992-12-31,8,SA
AA Mallett ,1992-12-31,0,AUS
AA Mulla ,1992-12-31,0,CAN
AA Noffke ,1992-12-31,0,AUS
AA Obanda ,1992-12-31,0,KENYA
AA Paradkar ,1992-12-31,0,USA
AA Shafique ,1992-12-31,0,OMA
Aamer Hameed ,1992-12-31,0,PAK
Aamer Hanif ,1992-12-31,0,PAK
Aamer Malik ,1992-12-31,536,PAK
Aamer Nazir ,1992-12-31,0,PAK
Aamer Sohail ,1992-12-31,656,PAK
Aamer Yamin ,1992-12-31,0,PAK
Aamir Kaleem ,1992-12-31,0,OMA
AAP Atkinson ,1992-12-31,0,ENG
Aaqib Javed ,1992-12-31,22,PAK
Aarif Sheikh ,1992-12-31,0,NEP
Aaron Jones ,1992-12-31,0,USA
Aasif Sheikh ,1992-12-31,0,NEP
AAW Gunawardena ,1992-12-31,0,SL
Aayan Afzal Khan ,1992-12-31,0,UAE
AB Agarkar ,1992-12-31,0,IND
AB Barath ,1992-12-31,0,WI
AB de Villiers ,1992-12-31,0,SA
AB Dinda ,1992-12-31,0,IND
Abdul Jabbar ,1992-12-31,0,CAN
Abdul Qadir ,1992-12-31,634,PAK
Abdul Rahman ,1992-12-31,0,AFG
Abdul Razzaq ,1992-12-31,0,PAK
Abdul Rehman ,1992-12-31,0,UAE
Abdul Shakoor ,1992-12-31,0,UAE
Abdullah Mazari ,1992-12-31,0,AFG
Abdullah Shafique ,1992-12-31,0,PAK
Abdur Rauf ,1992-12-31,0,PAK
Abdur Razzak ,1992-12-31,0,BAN
Abdur Rehman ,1992-12-31,0,PAK
Abid Ali ,1992-12-31,0,PAK
Abu Hider ,1992-12-31,0,BAN
Abu Jayed ,1992-12-31,0,BAN
Abul Hasan ,1992-12-31,0,BAN
AC Agar ,1992-12-31,0,AUS
AC Bedade ,1992-12-31,0,IND
AC Botha ,1992-12-31,0,IRE
AC Cummins ,1992-12-31,62,WI
AC Dale ,1992-12-31,0,AUS
AC Dawson ,1992-12-31,0,SA
AC Evans ,1992-12-31,0,SCOT
AC Gilchrist ,1992-12-31,0,AUS
AC Hudson ,1992-12-31,382,SA
AC Parore ,1992-12-31,0,NZ
AC Valthapa ,1992-12-31,0,UAE
AC Voges ,1992-12-31,0,AUS
AC Waller ,1992-12-31,317,ZIM
ACI Lock ,1992-12-31,0,ZIM
ACL Richards ,1992-12-31,0,WI
AD Brown ,1992-12-31,0,ENG
AD Gaekwad ,1992-12-31,46,IND
AD Hales ,1992-12-31,0,ENG
AD Mascarenhas ,1992-12-31,0,ENG
AD Mathews ,1992-12-31,0,SL
AD Mullally ,1992-12-31,0,ENG
AD Poynter ,1992-12-31,0,IRE
AD Russell ,1992-12-31,0,WI
Adeel Raja ,1992-12-31,0,NED
ADG Roberts ,1992-12-31,0,NZ
Adhitya Shetty ,1992-12-31,0,UAE
ADJ Pitcher ,1992-12-31,0,BER
Adnan Akmal ,1992-12-31,0,PAK
Adnan Mufti ,1992-12-31,0,UAE
ADR Campbell ,1992-12-31,13,ZIM
ADS Fletcher ,1992-12-31,0,WI
AE Greenidge ,1992-12-31,0,WI
AF Buurman ,1992-12-31,0,NED
AF Giles ,1992-12-31,0,ENG
AF Milne ,1992-12-31,0,NZ
AF Sattaur ,1992-12-31,0,CAN
AFG Griffith ,1992-12-31,0,WI
Afif Hossain ,1992-12-31,0,BAN
Afsar Zazai ,1992-12-31,0,AFG
Aftab Ahmed ,1992-12-31,0,BAN
Aftab Alam ,1992-12-31,0,AFG
Afzaal Haider ,1992-12-31,0,HKG
AG Cremer ,1992-12-31,0,ZIM
AG Davies ,1992-12-31,0,SCOT
AG Huckle ,1992-12-31,0,ZIM
AG Hurst ,1992-12-31,0,AUS
AG Prince ,1992-12-31,0,SA
AG Puttick ,1992-12-31,0,SA
AG Wharf ,1992-12-31,0,ENG
AGD Wickremasinghe ,1992-12-31,0,SL
Agha Salman ,1992-12-31,0,PAK
AGR Loudon ,1992-12-31,0,ENG
AH Gray ,1992-12-31,51,WI
AH Jones ,1992-12-31,2357,NZ
AH Omarshah ,1992-12-31,266,ZIM
Ahmed Kamal ,1992-12-31,0,BAN
Ahmed Raza ,1992-12-31,0,UAE
Ahmed Shah ,1992-12-31,0,AFG
Ahmed Shehzad ,1992-12-31,0,PAK
Ahsan Malik ,1992-12-31,0,NED
AI Kallicharran ,1992-12-31,0,WI
AIC Dodemaide ,1992-12-31,84,AUS
Aijaz Ali ,1992-12-31,0,USA
Aizaz Cheema ,1992-12-31,0,PAK
