name,date,value,category
M Watkinson ,2008-12-31,0,ENG
M Yachad ,2008-12-31,31,SA
M Zondeki ,2008-12-31,4,SA
MA Agarwal ,2008-12-31,0,IND
MA Aponso ,2008-12-31,0,SL
MA Atherton ,2008-12-31,1791,ENG
MA Carberry ,2008-12-31,0,ENG
MA Ealham ,2008-12-31,716,ENG
MA Holding ,2008-12-31,247,WI
MA Jones ,2008-12-31,0,SCOT
MA Leask ,2008-12-31,0,SCOT
MA Lynch ,2008-12-31,8,ENG
MA Meman ,2008-12-31,19,ZIM
MA Ouma ,2008-12-31,655,KENYA
MA Parker ,2008-12-31,0,SCOT
MA Small ,2008-12-31,0,WI
MA Starc ,2008-12-31,0,AUS
MA Suji ,2008-12-31,247,KENYA
MA Taylor ,2008-12-31,3514,AUS
MA Vermeulen ,2008-12-31,583,ZIM
MA Wood ,2008-12-31,0,ENG
MADI Hemantha ,2008-12-31,0,SL
Mafizur Rahman ,2008-12-31,53,BAN
Mahbubul Alam ,2008-12-31,0,BAN
Mahbubur Rahman ,2008-12-31,3,BAN
Mahedi Hasan ,2008-12-31,0,BAN
Mahmood Hamid ,2008-12-31,1,PAK
Mahmudullah ,2008-12-31,307,BAN
Majid Khan ,2008-12-31,114,PAK
Maninder Singh ,2008-12-31,49,IND
Manjural Islam ,2008-12-31,53,BAN
Manjural Islam Rana ,2008-12-31,331,BAN
Mansoor Akhtar ,2008-12-31,569,PAK
Mansoor Amjad ,2008-12-31,5,PAK
Mansoor Rana ,2008-12-31,15,PAK
Manzoor Akhtar ,2008-12-31,97,PAK
Manzoor Elahi ,2008-12-31,741,PAK
Maqsood Rana ,2008-12-31,5,PAK
MAR Samarasekera ,2008-12-31,844,SL
Mashrafe Mortaza ,2008-12-31,968,BAN
Masood Iqbal ,2008-12-31,2,PAK
Matiullah Khan ,2008-12-31,0,UAE
MAWR Madurasinghe ,2008-12-31,21,SL
Mazhar Hussain ,2008-12-31,179,UAE
Mazharul Haque ,2008-12-31,3,BAN
MB Loye ,2008-12-31,142,ENG
MB Owens ,2008-12-31,0,NZ
MBS Jonkman ,2008-12-31,31,NED
MC Cowdrey ,2008-12-31,0,ENG
MC Henriques ,2008-12-31,0,AUS
MC Mendis ,2008-12-31,3,SL
MC Snedden ,2008-12-31,503,NZ
MC Sorensen ,2008-12-31,0,IRE
MD Bailey ,2008-12-31,0,NZ
MD Bates ,2008-12-31,0,NZ
MD Bell ,2008-12-31,133,NZ
MD Crowe ,2008-12-31,4704,NZ
MD Dai ,2008-12-31,0,PNG
MD du Preez ,2008-12-31,0,NAM
MD Gunathilaka ,2008-12-31,0,SL
MD Marshall ,2008-12-31,937,WI
MD Moxon ,2008-12-31,174,ENG
MD Patel ,2008-12-31,0,USA
MD Shanaka ,2008-12-31,0,SL
MD Wettimuny ,2008-12-31,2,SL
MDJ Walker ,2008-12-31,10,NZ
MDK Perera ,2008-12-31,44,SL
MDKJ Perera ,2008-12-31,0,SL
ME Sanuth ,2008-12-31,0,OMA
ME Trescothick ,2008-12-31,4335,ENG
ME Waugh ,2008-12-31,8500,AUS
Mehidy Hasan Miraz ,2008-12-31,0,BAN
Mehmood Quaraishy ,2008-12-31,0,EAf
Mehrab Hossain ,2008-12-31,449,BAN
Mehrab Hossain jnr ,2008-12-31,207,BAN
MEK Hussey ,2008-12-31,2457,AUS
MF Kent ,2008-12-31,0,AUS
MF Maharoof ,2008-12-31,761,SL
MF Malone ,2008-12-31,31,AUS
MG Bevan ,2008-12-31,6912,AUS
MG Bracewell ,2008-12-31,0,NZ
MG Burgess ,2008-12-31,0,NZ
MG Burmester ,2008-12-31,109,ZIM
MG Erasmus ,2008-12-31,0,NAM
MG Hughes ,2008-12-31,100,AUS
MG Johnson ,2008-12-31,95,AUS
MG Neser ,2008-12-31,0,AUS
MG Vandort ,2008-12-31,48,SL
MH Cross ,2008-12-31,0,SCOT
MH Dekker ,2008-12-31,379,ZIM
MH Denness ,2008-12-31,0,ENG
MH Richardson ,2008-12-31,42,NZ
MH Tissera ,2008-12-31,0,SL
MH Yardy ,2008-12-31,49,ENG
MHN Walker ,2008-12-31,0,AUS
MHW Papps ,2008-12-31,207,NZ
MI Black ,2008-12-31,4,WI
Minhajul Abedin ,2008-12-31,453,BAN
Mirwais Ashraf ,2008-12-31,0,AFG
Misbah-ul-Haq ,2008-12-31,1085,PAK
MJ Bennett ,2008-12-31,9,AUS
MJ Clarke ,2008-12-31,4077,AUS
MJ Cosgrove ,2008-12-31,112,AUS
MJ Di Venuto ,2008-12-31,241,AUS
MJ Fourie ,2008-12-31,42,IRE
MJ Greatbatch ,2008-12-31,2206,NZ
MJ Guptill ,2008-12-31,0,NZ
MJ Haslam ,2008-12-31,9,NZ
MJ Henry ,2008-12-31,0,NZ
MJ Hoggard ,2008-12-31,17,ENG
MJ Horne ,2008-12-31,980,NZ
MJ Humphreys ,2008-12-31,0,IRE
MJ Lumb ,2008-12-31,0,ENG
MJ Mason ,2008-12-31,22,NZ
MJ McClenaghan ,2008-12-31,0,NZ
MJ North ,2008-12-31,0,AUS
MJ Petrie ,2008-12-31,0,SCOT
MJ Potts ,2008-12-31,0,ENG
MJ Prior ,2008-12-31,590,ENG
MJ Santner ,2008-12-31,0,NZ
MJ Slater ,2008-12-31,987,AUS
MJ Smith ,2008-12-31,19,ENG
MJ Swepson ,2008-12-31,0,AUS
MJD Allingham ,2008-12-31,11,SCOT
MJG Rippon ,2008-12-31,0,NED
MJR Rindel ,2008-12-31,575,SA
MK Pandey ,2008-12-31,0,IND
MK Tiwary ,2008-12-31,2,IND
MKDI Amerasinghe ,2008-12-31,6,SL
MKGCP Lakshitha ,2008-12-31,7,SL
ML Cummins ,2008-12-31,0,WI
ML Hayden ,2008-12-31,6133,AUS
ML Lewis ,2008-12-31,4,AUS
ML Nkala ,2008-12-31,324,ZIM
ML Patel ,2008-12-31,40,KENYA
ML Su'a ,2008-12-31,24,NZ
ML Udawatte ,2008-12-31,197,SL
MLC Foster ,2008-12-31,0,WI
MM Ali ,2008-12-31,0,ENG
MM Iqbal ,2008-12-31,0,SCOT
MM Patel ,2008-12-31,52,IND
MM Sharma ,2008-12-31,0,IND
MMA Jonkman ,2008-12-31,0,NED
MMC Schewe ,2008-12-31,49,NED
MN Hart ,2008-12-31,61,NZ
MN Nawaz ,2008-12-31,31,SL
MN Samuels ,2008-12-31,2513,WI
MN van Wyk ,2008-12-31,195,SA
MN Waller ,2008-12-31,0,ZIM
MNK Fernando ,2008-12-31,0,SL
MO Jones ,2008-12-31,113,BER
MO Odumbe ,2008-12-31,1409,KENYA
Mohammad Aadil Alam ,2008-12-31,0,NEP
Mohammad Abbas ,2008-12-31,0,PAK
Mohammad Akram ,2008-12-31,14,PAK
Mohammad Amir ,2008-12-31,0,PAK
Mohammad Ashraful ,2008-12-31,2506,BAN
Mohammad Asif ,2008-12-31,33,PAK
Mohammad Aslam ,2008-12-31,38,UAE
Mohammad Boota ,2008-12-31,0,UAE
Mohammad Hafeez ,2008-12-31,874,PAK
Mohammad Haris ,2008-12-31,0,PAK
Mohammad Hasnain ,2008-12-31,0,PAK
Mohammad Hussain ,2008-12-31,154,PAK
Mohammad Iqbal ,2008-12-31,54,CAN
Mohammad Irfan ,2008-12-31,0,PAK
Mohammad Ishaq ,2008-12-31,98,UAE
Mohammad Kashif ,2008-12-31,1,NED
Mohammad Khalil ,2008-12-31,0,PAK
Mohammad Mithun ,2008-12-31,0,BAN
Mohammad Nabi ,2008-12-31,0,AFG
Mohammad Nadeem ,2008-12-31,0,OMA
Mohammad Naim ,2008-12-31,0,BAN
Mohammad Naveed ,2008-12-31,0,UAE
Mohammad Nawaz  (PAK),2008-12-31,0,3
Mohammad Nazir ,2008-12-31,2,PAK
Mohammad Rafique ,2008-12-31,1191,BAN
Mohammad Rizwan ,2008-12-31,0,PAK
Mohammad Saifuddin ,2008-12-31,0,BAN
Mohammad Saleem ,2008-12-31,0,AFG
Mohammad Salim ,2008-12-31,9,BAN
Mohammad Salman ,2008-12-31,0,PAK
Mohammad Sami ,2008-12-31,314,PAK
Mohammad Shahzad ,2008-12-31,0,AFG
Mohammad Sharif ,2008-12-31,53,BAN
Mohammad Talha ,2008-12-31,0,PAK
Mohammad Tauqir ,2008-12-31,87,UAE
Mohammad Wasim ,2008-12-31,543,PAK
Mohammad Wasim  (PAK),2008-12-31,0,1
Mohammad Yousuf ,2008-12-31,9242,PAK
Mohammad Zahid ,2008-12-31,15,PAK
Mohammed Qasim ,2008-12-31,0,UAE
Mohammed Shami ,2008-12-31,0,IND
Mohammed Siraj ,2008-12-31,0,IND
Mohibullah Oryakhel ,2008-12-31,0,AFG
Mohsin Kamal ,2008-12-31,27,PAK
Mohsin Khan ,2008-12-31,1793,PAK
Moin Khan ,2008-12-31,3266,PAK
Moin-ul-Atiq ,2008-12-31,199,PAK
Mominul Haque ,2008-12-31,0,BAN
Moniruzzaman ,2008-12-31,1,BAN
Morshed Ali Khan ,2008-12-31,2,BAN
Mosaddek Hossain ,2008-12-31,0,BAN
Mosharraf Hossain ,2008-12-31,15,BAN
MP Bicknell ,2008-12-31,96,ENG
MP Jarvis ,2008-12-31,37,ZIM
MP Kuhnemann ,2008-12-31,0,AUS
MP Maynard ,2008-12-31,156,ENG
MP O'Dowd ,2008-12-31,0,NED
MP Stead ,2008-12-31,0,CAN
MP Stoinis ,2008-12-31,0,AUS
MP Vaughan ,2008-12-31,1982,ENG
MQ Sheikh ,2008-12-31,47,SCOT
MR Adair ,2008-12-31,0,IRE
MR Benson ,2008-12-31,24,ENG
MR Gillespie ,2008-12-31,91,NZ
MR Johnson ,2008-12-31,20,USA
MR Marsh ,2008-12-31,0,AUS
MR Pydanna ,2008-12-31,0,WI
MR Ramprakash ,2008-12-31,376,ENG
MR Swart ,2008-12-31,0,NED
MR Whitney ,2008-12-31,40,AUS
MRCN Bandaratilleke ,2008-12-31,0,SL
Mrittunjoy Chowdhury ,2008-12-31,0,BAN
MRJ Veletta ,2008-12-31,484,AUS
MRJ Watt ,2008-12-31,0,SCOT
MS Atapattu ,2008-12-31,8529,SL
MS Chapman ,2008-12-31,0,HKG
MS Dhoni ,2008-12-31,3793,IND
MS Gony ,2008-12-31,0,IND
MS Kasprowicz ,2008-12-31,74,AUS
MS Panesar ,2008-12-31,29,ENG
MS Sinclair ,2008-12-31,1302,NZ
MS Tshabalala ,2008-12-31,2,SA
MS Wade ,2008-12-31,0,AUS
MSK Prasad ,2008-12-31,131,IND
MT Chinouya ,2008-12-31,0,ZIM
MTG Elliott ,2008-12-31,1,AUS
Mudassar Bukhari ,2008-12-31,146,NED
Mudassar Nazar ,2008-12-31,2486,PAK
Muhammad Jawadullah ,2008-12-31,0,UAE
Muhammad Musa ,2008-12-31,0,PAK
Muhammad Usman ,2008-12-31,0,UAE
Muhammad Waseem ,2008-12-31,0,UAE
Mujahid Jamshed ,2008-12-31,27,PAK
Mujeeb Ur Rahman ,2008-12-31,0,AFG
Mukesh Kumar ,2008-12-31,0,IND
Munir Dar ,2008-12-31,18,HKG
Musa Ahmed ,2008-12-31,0,NED
Mushfiqur Rahim ,2008-12-31,476,BAN
Mushfiqur Rahman ,2008-12-31,360,BAN
Mushtaq Ahmed ,2008-12-31,399,PAK
Mushtaq Mohammad ,2008-12-31,0,PAK
Mustafizur Rahman ,2008-12-31,0,BAN
MV Boucher ,2008-12-31,4258,SA
MV Fleming ,2008-12-31,139,ENG
MV Nagamootoo ,2008-12-31,162,WI
MVT Fernando ,2008-12-31,0,SL
MW Alleyne ,2008-12-31,151,ENG
MW Douglas ,2008-12-31,55,NZ
MW Gatting ,2008-12-31,1891,ENG
MW Goodwin ,2008-12-31,1818,ZIM
MW Machan ,2008-12-31,0,SCOT
MW Parkinson ,2008-12-31,0,ENG
MW Priest ,2008-12-31,103,NZ
MW Pringle ,2008-12-31,48,SA
MW Rushmere ,2008-12-31,78,SA
MW Short ,2008-12-31,0,AUS
MWA van Nierop ,2008-12-31,35,NED
MZ Zahir ,2008-12-31,0,CAN
N Boje ,2008-12-31,1417,SA
N Chopra ,2008-12-31,310,IND
N Davin ,2008-12-31,0,NAM
N Deonarine ,2008-12-31,99,WI
N Dhamba ,2008-12-31,0,OMA
N Dickwella ,2008-12-31,0,SL
N Dutta ,2008-12-31,0,CAN
N Fernandes ,2008-12-31,5,UAE
N Gifford ,2008-12-31,0,ENG
N Hussain ,2008-12-31,2332,ENG
N Ifill ,2008-12-31,16,CAN
N Kapil Dev ,2008-12-31,3504,IND
N Kruger ,2008-12-31,0,NED
N M'shangwe ,2008-12-31,0,ZIM
N Madziva ,2008-12-31,0,ZIM
N Ncube ,2008-12-31,0,ZIM
N Phillip ,2008-12-31,0,WI
N Pokana ,2008-12-31,0,PNG
N Pooran ,2008-12-31,0,WI
N Pothas ,2008-12-31,24,SA
N Pradeep ,2008-12-31,0,SL
N Rana ,2008-12-31,0,IND
N Ranatunga ,2008-12-31,0,SL
N Vanua ,2008-12-31,0,PNG
NA David ,2008-12-31,9,IND
NA de Groot ,2008-12-31,44,CAN
NA Foster ,2008-12-31,150,ENG
NA Greenwood ,2008-12-31,0,JER
NA Rock ,2008-12-31,0,IRE
NA Saini ,2008-12-31,0,IND
NA Statham ,2008-12-31,7,NED
Nadeem Ahmed ,2008-12-31,3,HKG
Nadeem Ghauri ,2008-12-31,14,PAK
Nadeem Khan ,2008-12-31,2,PAK
Naeem Ahmed ,2008-12-31,0,PAK
Naeem Ashraf ,2008-12-31,24,PAK
Naeem Islam ,2008-12-31,0,BAN
Naeemuddin Aslam ,2008-12-31,12,UAE
Nafees Iqbal ,2008-12-31,309,BAN
Naimur Rahman ,2008-12-31,488,BAN
Najaf Shah ,2008-12-31,0,PAK
Najeeb Amar ,2008-12-31,38,HKG
Najeeb Tarakai ,2008-12-31,0,AFG
Najibullah Zadran ,2008-12-31,0,AFG
Najmul Hossain Shanto ,2008-12-31,0,BAN
NAM McLean ,2008-12-31,314,WI
Naseem Khushi ,2008-12-31,0,OMA
Naseem Shah ,2008-12-31,0,PAK
Naseer Malik ,2008-12-31,0,PAK
Nasim-ul-Ghani ,2008-12-31,0,PAK
Nasir Ahmed ,2008-12-31,25,BAN
Nasir Aziz ,2008-12-31,0,UAE
Nasir Hameed ,2008-12-31,0,HKG
Nasir Hossain ,2008-12-31,0,BAN
Nasir Jamal ,2008-12-31,0,AFG
Nasir Jamshed ,2008-12-31,343,PAK
Nasir Javed ,2008-12-31,2,USA
Nasum Ahmed ,2008-12-31,0,BAN
Naumanullah ,2008-12-31,5,PAK
Naved Anjum ,2008-12-31,113,PAK
Naved Latif ,2008-12-31,262,PAK
Naved-ul-Hasan ,2008-12-31,359,PAK
Naveen-ul-Haq ,2008-12-31,0,AFG
Nawroz Mangal ,2008-12-31,0,AFG
Nazimuddin ,2008-12-31,90,BAN
Nazmul Hossain ,2008-12-31,30,BAN
Nazmul Islam ,2008-12-31,0,BAN
NB Mahwire ,2008-12-31,117,ZIM
NC Johnson ,2008-12-31,1679,ZIM
NC McGarrell ,2008-12-31,60,WI
ND Hirwani ,2008-12-31,8,IND
ND McKenzie ,2008-12-31,1580,SA
NE Bonner ,2008-12-31,0,WI
NE Clarke ,2008-12-31,50,NED
Neeyamur Rashid ,2008-12-31,5,BAN
NFI McCallum ,2008-12-31,482,SCOT
NG Cowans ,2008-12-31,13,ENG
NG Jones ,2008-12-31,0,IRE
NGB Cook ,2008-12-31,0,ENG
NGRP Jayasuriya ,2008-12-31,0,SL
NH Fairbrother ,2008-12-31,2092,ENG
Nizakat Khan ,2008-12-31,0,HKG
NJ Astle ,2008-12-31,7090,NZ
NJ MacRae ,2008-12-31,10,SCOT
NJ O'Brien ,2008-12-31,684,IRE
NK Patel ,2008-12-31,0,USA
NL McCullum ,2008-12-31,0,NZ
NLK Ratnayake ,2008-12-31,0,SL
NLTC Perera ,2008-12-31,0,SL
NM Carter ,2008-12-31,0,SCOT
NM Coulter-Nile ,2008-12-31,0,AUS
NM Hauritz ,2008-12-31,35,AUS
NM Kulkarni ,2008-12-31,11,IND
NM Lyon ,2008-12-31,0,AUS
NM Odhiambo ,2008-12-31,0,KENYA
NM Parker ,2008-12-31,0,NZ
NMK Smith ,2008-12-31,100,ENG
NN Odhiambo ,2008-12-31,164,KENYA
NO Miller ,2008-12-31,8,WI
NO Perry ,2008-12-31,212,WI
Noor Ahmad ,2008-12-31,0,AFG
Noor Ali Zadran ,2008-12-31,0,AFG
Noor-ul-Haq ,2008-12-31,0,AFG
NP Kenjige ,2008-12-31,0,USA
NR Dyer ,2008-12-31,3,SCOT
NR Kirton ,2008-12-31,0,CAN
NR Kumar ,2008-12-31,0,CAN
NR Mongia ,2008-12-31,1272,IND
NRJ Croes ,2008-12-31,0,NED
NS Poonia ,2008-12-31,199,SCOT
NS Sidhu ,2008-12-31,4413,IND
NS Yadav ,2008-12-31,1,IND
NT Broom ,2008-12-31,0,NZ
NT Ellis ,2008-12-31,0,AUS
NT Pascal ,2008-12-31,0,WI
NT Tilak Varma ,2008-12-31,0,IND
Nurul Abedin ,2008-12-31,15,BAN
Nurul Hasan ,2008-12-31,0,BAN
NV Knight ,2008-12-31,3637,ENG
NV Ojha ,2008-12-31,0,IND
NV Radford ,2008-12-31,0,ENG
NW Bracken ,2008-12-31,164,AUS
O Davidson ,2008-12-31,0,SCOT
O Henry ,2008-12-31,20,SA
O Thomas ,2008-12-31,0,WI
OA Shah ,2008-12-31,1052,ENG
OAC Banks ,2008-12-31,83,WI
OC McCoy ,2008-12-31,0,WI
OD Gibson ,2008-12-31,141,WI
OF Smith ,2008-12-31,0,WI
OJ Hairs ,2008-12-31,0,SCOT
OL Pitcher ,2008-12-31,72,BER
OO Bascome ,2008-12-31,65,BER
OP Stone ,2008-12-31,0,ENG
P Dharmani ,2008-12-31,8,IND
P Jayawickrama ,2008-12-31,0,SL
P Khadka ,2008-12-31,0,NEP
P Krishnamurthy ,2008-12-31,0,IND
P Kumar ,2008-12-31,41,IND
P Lever ,2008-12-31,0,ENG
P Mustard ,2008-12-31,233,ENG
P Nissanka ,2008-12-31,0,SL
P Raho ,2008-12-31,0,PNG
P Sarraf ,2008-12-31,0,NEP
P Utseya ,2008-12-31,400,ZIM
P Willey ,2008-12-31,63,ENG
P Wilson ,2008-12-31,4,AUS
PA Browne ,2008-12-31,134,WI
PA de Silva ,2008-12-31,9284,SL
PA Desai ,2008-12-31,0,CAN
PA Emery ,2008-12-31,11,AUS
PA Hitchcock ,2008-12-31,41,NZ
PA Horne ,2008-12-31,50,NZ
PA Jaques ,2008-12-31,125,AUS
PA Nixon ,2008-12-31,297,ENG
PA Patel ,2008-12-31,132,IND
PA Strang ,2008-12-31,1090,ZIM
PA van Meekeren ,2008-12-31,0,NED
PA Wallace ,2008-12-31,701,WI
PADLR Sandakan ,2008-12-31,0,SL
PAJ DeFreitas ,2008-12-31,690,ENG
Pankaj Singh ,2008-12-31,0,IND
Pargat Singh ,2008-12-31,0,CAN
PARP Perera ,2008-12-31,0,SL
Parvez Rasool ,2008-12-31,0,IND
PB Dassanayake ,2008-12-31,85,SL
PBB Rajapaksa ,2008-12-31,0,SL
PC Connell ,2008-12-31,32,IRE
PC de Silva ,2008-12-31,0,SL
PC Strydom ,2008-12-31,48,SA
PCR Tufnell ,2008-12-31,15,ENG
PD Collingwood ,2008-12-31,3689,ENG
PD Heyn ,2008-12-31,0,SL
PD Machhi ,2008-12-31,0,OMA
PD McGlashan ,2008-12-31,0,NZ
PD Salt ,2008-12-31,0,ENG
PDRL Perera ,2008-12-31,8,SL
PE Cantrell ,2008-12-31,160,NED
PE McEwan ,2008-12-31,81,NZ
Pervez Mir ,2008-12-31,0,PAK
PG Coman ,2008-12-31,0,NZ
PG Fulton ,2008-12-31,1239,NZ
PG Gillespie ,2008-12-31,2,IRE
PG Nana ,2008-12-31,0,EAf
PH Carlson ,2008-12-31,0,AUS
PH Edmonds ,2008-12-31,85,ENG
PH Sharma ,2008-12-31,0,IND
PHKD Mendis ,2008-12-31,0,SL
PHT Kaushal ,2008-12-31,0,SL
PI Pocock ,2008-12-31,4,ENG
PIC Thompson ,2008-12-31,2,WI
PJ Bakker ,2008-12-31,1,NED
PJ Cummins ,2008-12-31,0,AUS
PJ Forrest ,2008-12-31,0,AUS
PJ Franks ,2008-12-31,4,ENG
PJ Hughes ,2008-12-31,0,AUS
PJ Ingram ,2008-12-31,0,NZ
PJ Martin ,2008-12-31,38,ENG
PJ Moor ,2008-12-31,0,ZIM
PJ Ongondo ,2008-12-31,312,KENYA
PJ Wiseman ,2008-12-31,45,NZ
PJC Hoffmann ,2008-12-31,85,SCOT
PJK Mooney ,2008-12-31,12,IRE
PJL Dujon ,2008-12-31,1945,WI
PJR Steyn ,2008-12-31,4,SA
PJW Allott ,2008-12-31,15,ENG
PK Amre ,2008-12-31,513,IND
PKD Chase ,2008-12-31,0,IRE
PL Harris ,2008-12-31,0,SA
PL Mhambrey ,2008-12-31,7,IND
PL Mommsen ,2008-12-31,0,SCOT
PL Symcox ,2008-12-31,694,SA
PL Taylor ,2008-12-31,437,AUS
Player,2008-12-31,0,N/A
PLS Gamage ,2008-12-31,0,SL
PM Pushpakumara ,2008-12-31,0,SL
PM Seelaar ,2008-12-31,8,NED
PM Siddle ,2008-12-31,0,AUS
PM Toohey ,2008-12-31,0,AUS
PN Kirsten ,2008-12-31,1293,SA
PN Webb ,2008-12-31,38,NZ
PP Chawla ,2008-12-31,28,IND
PP Ojha ,2008-12-31,27,IND
PP Shaw ,2008-12-31,0,IND
PR Adams ,2008-12-31,66,SA
PR Downton ,2008-12-31,242,ENG
PR Reiffel ,2008-12-31,503,AUS
PR Stirling ,2008-12-31,12,IRE
Pramod Madushan ,2008-12-31,0,SL
Pratis GC ,2008-12-31,0,NEP
PRP Boissevain ,2008-12-31,0,NED
PS de Villiers ,2008-12-31,170,SA
PS Eaglestone ,2008-12-31,4,IRE
PS Jayaprakashdaran ,2008-12-31,0,SL
PS Masvaure ,2008-12-31,0,ZIM
PS Mehta ,2008-12-31,0,EAf
PS Vaidya ,2008-12-31,15,IND
PSP Handscomb ,2008-12-31,0,AUS
PT Collins ,2008-12-31,30,WI
PV Mpitsang ,2008-12-31,1,SA
PV Simmons ,2008-12-31,3675,WI
PVD Chameera ,2008-12-31,0,SL
PW Borren ,2008-12-31,265,NED
PW Gunaratne ,2008-12-31,36,SL
PW Jarvis ,2008-12-31,31,ENG
PWA Mulder ,2008-12-31,0,SA
PWE Rawson ,2008-12-31,80,ZIM
PWH de Silva ,2008-12-31,0,SL
Q de Kock ,2008-12-31,0,SA
Qadeer Ahmed ,2008-12-31,0,UAE
Qais Ahmad ,2008-12-31,0,AFG
Qaiser Ali ,2008-12-31,244,CAN
Qasim Umar ,2008-12-31,642,PAK
R Ashwin ,2008-12-31,0,IND
R Clarke ,2008-12-31,144,ENG
R Dhanraj ,2008-12-31,8,WI
R Dhawan ,2008-12-31,0,IND
R Dravid ,2008-12-31,10585,ICC/IND
R Edwards ,2008-12-31,0,AUS
R Flannigan ,2008-12-31,0,SCOT
R Gunasekera ,2008-12-31,4,CAN
R Hekure ,2008-12-31,0,PNG
R Illingworth ,2008-12-31,0,ENG
R Kaia ,2008-12-31,0,ZIM
R Klein ,2008-12-31,0,NED
R Lamba ,2008-12-31,783,IND
R McLaren ,2008-12-31,0,SA
R Murray ,2008-12-31,0,ZIM
R Mutumbami ,2008-12-31,0,ZIM
R Ngarava ,2008-12-31,0,ZIM
R Pathan ,2008-12-31,0,CAN
R Powell ,2008-12-31,0,WI
R Rampaul ,2008-12-31,88,WI
R Ravindra ,2008-12-31,0,NZ
R Sharma ,2008-12-31,11,HKG
R Shepherd ,2008-12-31,0,WI
R Strydom ,2008-12-31,83,IRE
R Sudhakar Rao ,2008-12-31,0,IND
R Telemachus ,2008-12-31,73,SA
R Trumpelmann ,2008-12-31,0,NAM
R Vijay Bharadwaj ,2008-12-31,136,IND
R Vinay Kumar ,2008-12-31,0,IND
R Walters ,2008-12-31,0,NAM
RA Austin ,2008-12-31,0,WI
RA Bhatti ,2008-12-31,0,CAN
RA Harper ,2008-12-31,855,WI
RA Jadeja ,2008-12-31,0,IND
RA Jones ,2008-12-31,168,NZ
RA Reifer ,2008-12-31,0,WI
RA Smith ,2008-12-31,2419,ENG
RA Woolmer ,2008-12-31,0,ENG
Raees Ahmadzai ,2008-12-31,0,AFG
Rafiqul Alam ,2008-12-31,24,BAN
Rafiqul Islam ,2008-12-31,0,BAN
Rahat Ali ,2008-12-31,0,PAK
Rahmanullah Gurbaz ,2008-12-31,0,AFG
Rahmat Shah ,2008-12-31,0,AFG
RAJ Smith ,2008-12-31,0,SCOT
Rajin Saleh ,2008-12-31,1005,BAN
RAL Massie ,2008-12-31,0,AUS
Rameez Shahzad ,2008-12-31,0,UAE
Ramiz Raja ,2008-12-31,5841,PAK
Ramveer Rai ,2008-12-31,39,UAE
Randhir Singh ,2008-12-31,0,IND
RAP Nissanka ,2008-12-31,53,SL
Raqibul Hasan ,2008-12-31,429,BAN
RAS Lakmal ,2008-12-31,0,SL
Rashid Khan ,2008-12-31,106,AFG
Rashid Latif ,2008-12-31,1709,PAK
Rashid Zia ,2008-12-31,9,USA
Ravi Bishnoi ,2008-12-31,0,IND
Ravinderpal Singh ,2008-12-31,0,CAN
Raza Hasan ,2008-12-31,0,PAK
Raza-ur-Rehman ,2008-12-31,0,CAN
RB Kanhai ,2008-12-31,0,WI
RB Kerr ,2008-12-31,97,AUS
RB McCosker ,2008-12-31,51,AUS
RB Reid ,2008-12-31,248,NZ
RB Richardson ,2008-12-31,6248,WI
RB Simpson ,2008-12-31,0,AUS
RC Fredericks ,2008-12-31,0,WI
RC Haynes ,2008-12-31,26,WI
RC Irani ,2008-12-31,360,ENG
RC Russell ,2008-12-31,423,ENG
RD Berrington ,2008-12-31,26,SCOT
RD Brown ,2008-12-31,110,ZIM
RD Chahar ,2008-12-31,0,IND
RD Gaikwad ,2008-12-31,0,IND
RD Gudhka ,2008-12-31,0,KENYA
RD Jackman ,2008-12-31,18,ENG
RD Jacobs ,2008-12-31,1865,WI
RD King ,2008-12-31,65,WI
RD McCann ,2008-12-31,0,IRE
RD Rickelton ,2008-12-31,0,SA
RD Robinson ,2008-12-31,0,AUS
RD Shah ,2008-12-31,1506,KENYA
RD Steede ,2008-12-31,70,BER
RD Woolley ,2008-12-31,31,AUS
RDB Croft ,2008-12-31,345,ENG
RDM Leverock ,2008-12-31,106,BER
RE Bryson ,2008-12-31,32,SA
RE Redmond ,2008-12-31,0,NZ
RE van der Merwe ,2008-12-31,0,NED
Rehan Ahmed ,2008-12-31,0,ENG
RF van Oosterom ,2008-12-31,7,NED
RG Aga ,2008-12-31,1,KENYA
RG Callender ,2008-12-31,0,CAN
RG de Alwis ,2008-12-31,401,SL
RG Hart ,2008-12-31,0,NZ
RG Holland ,2008-12-31,0,AUS
RG Nijman ,2008-12-31,0,NED
RG Petrie ,2008-12-31,65,NZ
RG Samuels ,2008-12-31,54,WI
RG Sharma ,2008-12-31,543,IND
RG Twose ,2008-12-31,2717,NZ
RGA Headley ,2008-12-31,0,WI
RGCE Wijesuriya ,2008-12-31,18,SL
RGD Willis ,2008-12-31,37,ENG
RGM Patel ,2008-12-31,0,IND
RH Poonawala ,2008-12-31,44,UAE
RH Scholte ,2008-12-31,39,NED
RH Vance ,2008-12-31,248,NZ
Riaz Hassan ,2008-12-31,0,AFG
RIC Holder ,2008-12-31,599,WI
Rizwan Ahmed ,2008-12-31,0,PAK
Rizwan Cheema ,2008-12-31,184,CAN
Rizwan Latif ,2008-12-31,0,UAE
Rizwan-uz-Zaman ,2008-12-31,20,PAK
RJ Bailey ,2008-12-31,137,ENG
